left_char,right_char,strength_left,strength_right,value_left,scenario,value_left_rep1,value_left_rep2,sex,age,height,have_child,id_participant,strength_diff,age_left,age_right,age_diff
6,5,4,13,4,3,-1,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-9,3,1,2
1,5,1,13,1,3,-1,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-12,0,1,-1
7,1,10,1,10,2,-1,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,9,10,0,10
7,1,10,1,10,2,10,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,9,10,0,10
1,6,1,4,6,2,6,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,0,3,-3
7,5,10,13,10,2,10,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,10,1,9
2,6,7,4,3,1,4,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,3,1,3,-2
2,7,7,10,10,3,10,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,1,10,-9
4,3,7,13,5,1,5,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-6,1,1,0
1,5,1,13,1,3,1,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-12,0,1,-1
4,7,7,10,0,1,0,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,1,10,-9
6,5,4,13,4,3,4,-1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-9,3,1,2
4,3,7,13,5,1,5,5,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-6,1,1,0
1,5,1,13,1,3,1,1,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-12,0,1,-1
6,5,4,13,6,3,4,4,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-9,3,1,2
1,6,1,4,4,2,6,6,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,0,3,-3
2,6,7,4,4,1,4,3,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,3,1,3,-2
4,7,7,10,0,1,0,0,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,1,10,-9
7,5,10,13,10,2,10,10,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,10,1,9
7,1,10,1,10,2,10,10,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,9,10,0,10
2,7,7,10,10,3,10,10,1,19,183,0,0c834e18c9fa747b18ee7726f22da818,-3,1,10,-9
4,7,8,10,10,1,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-2,1,10,-9
3,5,12,12,5,3,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,0,1,1,0
2,5,8,12,1,2,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-4,1,1,0
4,1,8,1,2,3,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,7,1,0,1
7,1,10,1,10,2,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
7,1,10,1,10,1,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
1,3,1,12,0,1,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-11,0,1,-1
6,3,4,12,0,2,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-8,3,1,2
7,1,10,1,0,3,-1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
7,1,10,1,10,1,10,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
4,7,8,10,0,1,10,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-2,1,10,-9
3,5,12,12,5,3,5,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,0,1,1,0
7,1,10,1,0,3,0,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
1,3,1,12,0,1,0,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-11,0,1,-1
4,1,8,1,5,3,2,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,7,1,0,1
6,3,4,12,0,2,0,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-8,3,1,2
7,1,10,1,10,2,10,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
2,5,8,12,2,2,1,-1,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-4,1,1,0
4,1,8,1,2,3,2,5,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,7,1,0,1
7,1,10,1,10,2,10,10,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
7,1,10,1,0,3,0,0,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
7,1,10,1,10,1,10,10,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,9,10,0,10
2,5,8,12,3,2,1,2,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-4,1,1,0
3,5,12,12,5,3,5,5,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,0,1,1,0
1,3,1,12,0,1,0,0,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-11,0,1,-1
4,7,8,10,0,1,10,0,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-2,1,10,-9
6,3,4,12,1,2,0,0,0,50,171,1,54473a66620c6003a85d3c913da2b0f0,-8,3,1,2
6,5,4,6,3,2,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-2,3,1,2
4,7,1,10,5,3,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-9,1,10,-9
2,4,6,1,5,1,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,5,1,1,0
7,1,10,1,6,1,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,9,10,0,10
2,6,6,4,8,2,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,2,1,3,-2
4,1,1,1,5,3,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,0,1
2,5,6,6,6,2,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,1,0
2,3,6,6,6,3,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,1,0
4,6,1,4,9,1,-1,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-3,1,3,-2
7,1,10,1,9,1,6,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,9,10,0,10
2,4,6,1,5,1,5,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,5,1,1,0
2,5,6,6,2,2,6,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,1,0
6,5,4,6,2,2,3,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-2,3,1,2
4,7,1,10,5,3,5,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-9,1,10,-9
4,1,1,1,5,3,5,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,0,1
2,3,6,6,6,3,6,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,1,0
4,6,1,4,9,1,9,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-3,1,3,-2
2,6,6,4,8,2,8,-1,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,2,1,3,-2
2,3,6,6,6,3,6,6,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,1,0
2,4,6,1,5,1,5,5,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,5,1,1,0
6,5,4,6,2,2,3,2,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-2,3,1,2
4,6,1,4,9,1,9,9,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-3,1,3,-2
7,1,10,1,9,1,6,9,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,9,10,0,10
4,1,1,1,5,3,5,5,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,0,1
2,5,6,6,2,2,6,2,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,0,1,1,0
4,7,1,10,5,3,5,5,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,-9,1,10,-9
2,6,6,4,9,2,8,8,0,48,163,1,83e30f4c7da2d59d5c7f6744d13ba7f3,2,1,3,-2
1,5,1,12,3,1,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-11,0,1,-1
2,4,9,6,4,1,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
1,3,1,15,2,1,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-14,0,1,-1
4,6,6,5,5,3,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,1,1,3,-2
2,7,9,10,10,3,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-1,1,10,-9
2,4,9,6,6,2,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
2,7,9,10,5,3,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-1,1,10,-9
3,5,15,12,6,2,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
4,6,6,5,5,2,-1,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,1,1,3,-2
3,5,15,12,6,2,6,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
2,4,9,6,5,1,4,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
1,3,1,15,2,1,2,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-14,0,1,-1
2,7,9,10,10,3,5,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-1,1,10,-9
2,4,9,6,6,2,6,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
1,5,1,12,2,1,3,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-11,0,1,-1
4,6,6,5,5,2,5,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,1,1,3,-2
4,6,6,5,5,3,5,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,1,1,3,-2
2,7,9,10,10,3,10,-1,1,45,170,0,930aed97e673417fda08a27c12f15180,-1,1,10,-9
1,3,1,15,2,1,2,2,1,45,170,0,930aed97e673417fda08a27c12f15180,-14,0,1,-1
2,4,9,6,6,2,6,6,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
2,7,9,10,10,3,5,10,1,45,170,0,930aed97e673417fda08a27c12f15180,-1,1,10,-9
2,7,9,10,10,3,10,10,1,45,170,0,930aed97e673417fda08a27c12f15180,-1,1,10,-9
2,4,9,6,5,1,4,5,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
3,5,15,12,6,2,6,6,1,45,170,0,930aed97e673417fda08a27c12f15180,3,1,1,0
4,6,6,5,5,3,5,5,1,45,170,0,930aed97e673417fda08a27c12f15180,1,1,3,-2
4,6,6,5,5,2,5,5,1,45,170,0,930aed97e673417fda08a27c12f15180,1,1,3,-2
1,5,1,12,2,1,3,2,1,45,170,0,930aed97e673417fda08a27c12f15180,-11,0,1,-1
3,5,15,13,5,1,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,2,1,1,0
7,6,10,5,10,1,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,5,10,3,7
1,6,1,5,2,1,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-4,0,3,-3
7,6,10,5,8,2,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,5,10,3,7
4,5,8,13,5,3,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-5,1,1,0
1,6,1,5,5,3,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-4,0,3,-3
1,3,1,15,0,2,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-14,0,1,-1
1,5,1,13,0,2,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-12,0,1,-1
1,3,1,15,3,3,-1,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-14,0,1,-1
7,6,10,5,10,1,10,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,5,10,3,7
1,5,1,13,0,2,0,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-12,0,1,-1
1,3,1,15,3,3,3,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-14,0,1,-1
7,6,10,5,8,2,8,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,5,10,3,7
1,3,1,15,0,2,0,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-14,0,1,-1
1,6,1,5,5,3,5,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-4,0,3,-3
1,6,1,5,3,1,2,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-4,0,3,-3
4,5,8,13,5,3,5,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-5,1,1,0
3,5,15,13,5,1,5,-1,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,2,1,1,0
1,6,1,5,5,3,5,5,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-4,0,3,-3
7,6,10,5,10,1,10,10,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,5,10,3,7
1,3,1,15,0,2,0,0,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-14,0,1,-1
1,3,1,15,3,3,3,3,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-14,0,1,-1
3,5,15,13,5,1,5,5,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,2,1,1,0
4,5,8,13,5,3,5,5,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-5,1,1,0
1,6,1,5,3,1,2,3,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-4,0,3,-3
1,5,1,13,0,2,0,0,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,-12,0,1,-1
7,6,10,5,8,2,8,8,1,22,184,0,7acf5f924bba470eb4767613e06b2dd9,5,10,3,7
2,4,5,5,5,3,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,1,0
2,6,5,5,5,2,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,3,-2
4,1,5,1,7,2,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,4,1,0,1
1,5,1,5,5,2,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,-4,0,1,-1
6,5,5,5,5,1,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,3,1,2
6,3,5,5,5,3,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,3,1,2
4,1,5,1,5,1,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,4,1,0,1
2,6,5,5,5,3,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,3,-2
7,1,10,1,5,1,-1,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,9,10,0,10
6,3,5,5,5,3,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,3,1,2
2,6,5,5,5,2,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,3,-2
2,4,5,5,5,3,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,1,0
4,1,5,1,7,2,7,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,4,1,0,1
7,1,10,1,5,1,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,9,10,0,10
2,6,5,5,5,3,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,3,-2
6,5,5,5,5,1,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,3,1,2
1,5,1,5,5,2,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,-4,0,1,-1
4,1,5,1,5,1,5,-1,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,4,1,0,1
2,4,5,5,5,3,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,1,0
6,5,5,5,5,1,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,3,1,2
4,1,5,1,7,2,7,7,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,4,1,0,1
6,3,5,5,5,3,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,3,1,2
1,5,1,5,5,2,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,-4,0,1,-1
4,1,5,1,5,1,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,4,1,0,1
2,6,5,5,5,3,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,3,-2
2,6,5,5,5,2,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,0,1,3,-2
7,1,10,1,5,1,5,5,2,32,180,0,2f8a05336a2e6cc296ba50d8cf36d6c9,9,10,0,10
1,6,1,5,6,3,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-4,0,3,-3
2,5,5,6,5,2,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-1,1,1,0
1,3,1,7,1,2,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-6,0,1,-1
2,4,5,4,5,3,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,1,1,1,0
7,5,10,6,10,2,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,10,1,9
2,1,5,1,3,3,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,1,0,1
7,5,10,6,5,1,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,10,1,9
4,6,4,5,7,1,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-1,1,3,-2
4,3,4,7,5,1,-1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-3,1,1,0
1,3,1,7,1,2,1,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-6,0,1,-1
2,5,5,6,5,2,5,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-1,1,1,0
7,5,10,6,10,1,5,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,10,1,9
4,6,4,5,7,1,7,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-1,1,3,-2
1,6,1,5,5,3,6,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-4,0,3,-3
7,5,10,6,10,2,10,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,10,1,9
2,1,5,1,3,3,3,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,1,0,1
4,3,4,7,5,1,5,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-3,1,1,0
2,4,5,4,5,3,5,-1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,1,1,1,0
4,6,4,5,7,1,7,7,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-1,1,3,-2
7,5,10,6,10,1,5,10,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,10,1,9
4,3,4,7,5,1,5,5,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-3,1,1,0
1,6,1,5,5,3,6,5,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-4,0,3,-3
2,5,5,6,5,2,5,5,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-1,1,1,0
7,5,10,6,10,2,10,10,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,10,1,9
2,1,5,1,5,3,3,3,1,23,175,0,5907889fa723a805c8b39fbc7261306d,4,1,0,1
2,4,5,4,5,3,5,5,1,23,175,0,5907889fa723a805c8b39fbc7261306d,1,1,1,0
1,3,1,7,1,2,1,1,1,23,175,0,5907889fa723a805c8b39fbc7261306d,-6,0,1,-1
4,1,4,1,10,1,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,3,1,0,1
1,5,1,6,1,2,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,0,1,-1
4,1,4,1,10,3,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,3,1,0,1
2,7,5,10,10,3,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,1,10,-9
1,5,1,6,2,2,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,0,1,-1
7,1,10,1,10,1,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,9,10,0,10
7,6,10,1,10,1,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,9,10,3,7
6,3,1,8,2,3,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-7,3,1,2
2,6,5,1,10,2,-1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,4,1,3,-2
7,6,10,1,10,1,10,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,9,10,3,7
6,3,1,8,2,3,2,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-7,3,1,2
4,1,4,1,10,3,10,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,3,1,0,1
7,1,10,1,10,1,10,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,9,10,0,10
2,7,5,10,10,3,10,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,1,10,-9
1,5,1,6,2,2,1,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,0,1,-1
2,6,5,1,10,2,10,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,4,1,3,-2
4,1,4,1,9,1,10,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,3,1,0,1
1,5,1,6,1,2,2,-1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,0,1,-1
4,1,4,1,9,1,10,9,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,3,1,0,1
2,6,5,1,10,2,10,10,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,4,1,3,-2
1,5,1,6,2,2,2,1,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,0,1,-1
2,7,5,10,10,3,10,10,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,1,10,-9
7,6,10,1,10,1,10,10,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,9,10,3,7
6,3,1,8,1,3,2,2,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-7,3,1,2
1,5,1,6,2,2,1,2,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,-5,0,1,-1
7,1,10,1,10,1,10,10,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,9,10,0,10
4,1,4,1,10,3,10,10,1,24,176,0,127e7d0d279ff3ee7d141a6a5b34f3da,3,1,0,1
2,6,5,2,8,2,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,3,1,3,-2
3,5,8,8,5,3,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,0,1,1,0
2,7,5,10,2,2,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-5,1,10,-9
2,4,5,4,5,3,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,1,1,1,0
6,3,2,8,0,1,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-6,3,1,2
2,1,5,1,9,1,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,4,1,0,1
6,5,2,8,0,1,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-6,3,1,2
2,7,5,10,2,2,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-5,1,10,-9
2,3,5,8,5,3,-1,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-3,1,1,0
2,1,5,1,9,1,9,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,4,1,0,1
3,5,8,8,5,3,5,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,0,1,1,0
2,6,5,2,9,2,8,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,3,1,3,-2
2,3,5,8,5,3,5,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-3,1,1,0
2,7,5,10,2,2,2,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-5,1,10,-9
6,5,2,8,0,1,0,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-6,3,1,2
2,4,5,4,5,3,5,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,1,1,1,0
2,7,5,10,2,2,2,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-5,1,10,-9
6,3,2,8,0,1,0,-1,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-6,3,1,2
6,3,2,8,0,1,0,0,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-6,3,1,2
2,1,5,1,9,1,9,9,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,4,1,0,1
2,7,5,10,2,2,2,2,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-5,1,10,-9
2,4,5,4,5,3,5,5,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,1,1,1,0
6,5,2,8,0,1,0,0,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-6,3,1,2
2,6,5,2,9,2,8,9,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,3,1,3,-2
3,5,8,8,5,3,5,5,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,0,1,1,0
2,3,5,8,5,3,5,5,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-3,1,1,0
2,7,5,10,2,2,2,2,1,30,170,0,c89d447dd497bb48cbe85c29d40e149a,-5,1,10,-9
7,5,10,4,9,1,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,6,10,1,9
4,5,2,4,4,2,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-2,1,1,0
1,6,1,2,7,2,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-1,0,3,-3
7,6,10,2,8,2,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,8,10,3,7
2,5,3,4,6,1,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-1,1,1,0
2,5,3,4,8,3,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-1,1,1,0
4,3,2,5,6,3,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-3,1,1,0
2,3,3,5,3,3,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-2,1,1,0
6,3,2,5,3,1,-1,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-3,3,1,2
1,6,1,2,3,2,7,-1,1,14,2,0,c040a51377c5c9810a5e21e83971e341,-1,0,3,-3
