left_char,right_char,strength_left,strength_right,value_left,scenario,value_left_rep1,value_left_rep2,sex,age,height,have_child,id_participant,strength_diff,age_left,age_right,age_diff
2,6,7,3,8,2,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,4,1,3,-2
6,5,3,6,1,1,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-3,3,1,2
6,3,3,8,1,1,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-5,3,1,2
7,6,10,3,0,3,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,7,10,3,7
3,5,8,6,5,3,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,2,1,1,0
7,1,10,1,0,3,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,9,10,0,10
1,6,1,3,5,1,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-2,0,3,-3
1,6,1,3,2,2,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-2,0,3,-3
4,3,5,8,2,2,-1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-3,1,1,0
1,6,1,3,2,2,2,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-2,0,3,-3
7,6,10,3,0,3,0,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,7,10,3,7
6,5,3,6,1,1,1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-3,3,1,2
3,5,8,6,5,3,5,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,2,1,1,0
7,1,10,1,0,3,0,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,9,10,0,10
1,6,1,3,5,1,5,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-2,0,3,-3
2,6,7,3,5,2,8,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,4,1,3,-2
4,3,5,8,2,2,2,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-3,1,1,0
6,3,3,8,1,1,1,-1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-5,3,1,2
1,6,1,3,5,1,5,5,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-2,0,3,-3
4,3,5,8,3,2,2,2,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-3,1,1,0
6,5,3,6,1,1,1,1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-3,3,1,2
3,5,8,6,5,3,5,5,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,2,1,1,0
1,6,1,3,2,2,2,2,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-2,0,3,-3
2,6,7,3,8,2,8,5,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,4,1,3,-2
7,6,10,3,0,3,0,0,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,7,10,3,7
7,1,10,1,0,3,0,0,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,9,10,0,10
6,3,3,8,1,1,1,1,0,57,169,1,d60c0832fc30e645ca04f074c44b49eb,-5,3,1,2
1,3,1,8,0,1,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-7,0,1,-1
7,1,10,1,10,1,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,9,10,0,10
3,5,8,5,5,3,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,3,1,1,0
7,3,10,8,0,3,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,2,10,1,9
2,4,3,2,7,2,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,1,1,1,0
7,6,10,3,10,2,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,7,10,3,7
6,5,3,5,2,2,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-2,3,1,2
4,6,2,3,7,3,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-1,1,3,-2
2,5,3,5,2,1,-1,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-2,1,1,0
7,3,10,8,0,3,0,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,2,10,1,9
1,3,1,8,0,1,0,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-7,0,1,-1
2,5,3,5,0,1,2,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-2,1,1,0
7,1,10,1,10,1,10,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,9,10,0,10
2,4,3,2,7,2,7,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,1,1,1,0
6,5,3,5,2,2,2,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-2,3,1,2
4,6,2,3,7,3,7,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-1,1,3,-2
7,6,10,3,10,2,10,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,7,10,3,7
3,5,8,5,5,3,5,-1,1,23,182,0,0b3df09027f409a78932dae68f21d84a,3,1,1,0
7,3,10,8,0,3,0,0,1,23,182,0,0b3df09027f409a78932dae68f21d84a,2,10,1,9
6,5,3,5,2,2,2,2,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-2,3,1,2
2,4,3,2,7,2,7,7,1,23,182,0,0b3df09027f409a78932dae68f21d84a,1,1,1,0
4,6,2,3,7,3,7,7,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-1,1,3,-2
7,6,10,3,10,2,10,10,1,23,182,0,0b3df09027f409a78932dae68f21d84a,7,10,3,7
7,1,10,1,10,1,10,10,1,23,182,0,0b3df09027f409a78932dae68f21d84a,9,10,0,10
1,3,1,8,0,1,0,0,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-7,0,1,-1
3,5,8,5,5,3,5,5,1,23,182,0,0b3df09027f409a78932dae68f21d84a,3,1,1,0
2,5,3,5,0,1,2,0,1,23,182,0,0b3df09027f409a78932dae68f21d84a,-2,1,1,0
4,7,6,10,3,2,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-4,1,10,-9
2,7,6,10,6,3,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-4,1,10,-9
6,5,4,7,2,1,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-3,3,1,2
4,1,6,1,7,3,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,5,1,0,1
2,5,6,7,4,1,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-1,1,1,0
2,6,6,4,7,2,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,2,1,3,-2
7,1,10,1,6,3,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,9,10,0,10
2,1,6,1,8,1,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,5,1,0,1
7,5,10,7,7,2,-1,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,3,10,1,9
4,7,6,10,3,2,3,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-4,1,10,-9
4,1,6,1,7,3,7,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,5,1,0,1
7,1,10,1,7,3,6,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,9,10,0,10
2,5,6,7,4,1,4,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-1,1,1,0
6,5,4,7,2,1,2,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-3,3,1,2
2,1,6,1,8,1,8,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,5,1,0,1
2,6,6,4,8,2,7,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,2,1,3,-2
2,7,6,10,7,3,6,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-4,1,10,-9
7,5,10,7,7,2,7,-1,0,24,158,0,95d0e71312fa611b6f257271e0205d67,3,10,1,9
7,5,10,7,7,2,7,7,0,24,158,0,95d0e71312fa611b6f257271e0205d67,3,10,1,9
4,1,6,1,7,3,7,7,0,24,158,0,95d0e71312fa611b6f257271e0205d67,5,1,0,1
2,5,6,7,4,1,4,4,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-1,1,1,0
4,7,6,10,3,2,3,3,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-4,1,10,-9
2,6,6,4,8,2,7,8,0,24,158,0,95d0e71312fa611b6f257271e0205d67,2,1,3,-2
2,7,6,10,7,3,6,7,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-4,1,10,-9
6,5,4,7,2,1,2,2,0,24,158,0,95d0e71312fa611b6f257271e0205d67,-3,3,1,2
7,1,10,1,7,3,6,7,0,24,158,0,95d0e71312fa611b6f257271e0205d67,9,10,0,10
2,1,6,1,9,1,8,8,0,24,158,0,95d0e71312fa611b6f257271e0205d67,5,1,0,1
4,1,5,1,6,1,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,4,1,0,1
4,6,5,3,7,2,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,2,1,3,-2
7,6,10,3,8,2,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,7,10,3,7
4,7,5,10,7,1,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
4,7,5,10,10,3,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
7,5,10,7,6,2,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,3,10,1,9
4,1,5,1,9,3,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,4,1,0,1
1,5,1,7,4,3,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-6,0,1,-1
2,7,5,10,7,1,-1,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
7,6,10,3,9,2,8,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,7,10,3,7
2,7,5,10,6,1,7,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
4,1,5,1,8,3,9,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,4,1,0,1
1,5,1,7,4,3,4,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-6,0,1,-1
4,7,5,10,10,3,10,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
4,7,5,10,5,1,7,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
4,1,5,1,8,1,6,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,4,1,0,1
7,5,10,7,7,2,6,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,3,10,1,9
4,6,5,3,8,2,7,-1,0,26,155,0,01276ee53afbdb3982262250788dfc1f,2,1,3,-2
4,6,5,3,8,2,7,8,0,26,155,0,01276ee53afbdb3982262250788dfc1f,2,1,3,-2
4,7,5,10,6,1,7,5,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
7,5,10,7,8,2,6,7,0,26,155,0,01276ee53afbdb3982262250788dfc1f,3,10,1,9
1,5,1,7,4,3,4,4,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-6,0,1,-1
2,7,5,10,6,1,7,6,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
4,1,5,1,8,1,6,8,0,26,155,0,01276ee53afbdb3982262250788dfc1f,4,1,0,1
4,7,5,10,10,3,10,10,0,26,155,0,01276ee53afbdb3982262250788dfc1f,-5,1,10,-9
7,6,10,3,10,2,8,9,0,26,155,0,01276ee53afbdb3982262250788dfc1f,7,10,3,7
4,1,5,1,9,3,9,8,0,26,155,0,01276ee53afbdb3982262250788dfc1f,4,1,0,1
4,3,4,9,5,3,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-5,1,1,0
7,3,10,9,8,2,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,1,10,1,9
3,5,9,8,5,3,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,1,1,1,0
7,1,10,1,10,2,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,9,10,0,10
2,4,4,4,5,1,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,0,1,1,0
2,1,4,1,9,2,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,3,1,0,1
6,3,6,9,4,3,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-3,3,1,2
4,7,4,10,1,1,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-6,1,10,-9
2,7,4,10,3,1,-1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-6,1,10,-9
6,3,6,9,4,3,4,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-3,3,1,2
2,1,4,1,9,2,9,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,3,1,0,1
4,7,4,10,1,1,1,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-6,1,10,-9
2,7,4,10,3,1,3,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-6,1,10,-9
7,1,10,1,9,2,10,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,9,10,0,10
2,4,4,4,5,1,5,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,0,1,1,0
7,3,10,9,7,2,8,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,1,10,1,9
4,3,4,9,5,3,5,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-5,1,1,0
3,5,9,8,5,3,5,-1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,1,1,1,0
4,3,4,9,5,3,5,5,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-5,1,1,0
2,1,4,1,9,2,9,9,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,3,1,0,1
7,3,10,9,7,2,8,7,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,1,10,1,9
3,5,9,8,5,3,5,5,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,1,1,1,0
7,1,10,1,10,2,10,9,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,9,10,0,10
2,7,4,10,3,1,3,3,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-6,1,10,-9
6,3,6,9,4,3,4,4,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-3,3,1,2
2,4,4,4,5,1,5,5,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,0,1,1,0
4,7,4,10,1,1,1,1,0,24,156,0,07b4dcc4136b8ed5f146b9200fe99b81,-6,1,10,-9
7,3,10,7,0,3,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,10,1,9
7,3,10,7,0,3,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,10,1,9
6,3,2,7,0,2,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,3,1,2
4,6,4,2,8,2,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,2,1,3,-2
1,5,1,6,3,1,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,0,1,-1
4,1,4,1,8,1,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,1,0,1
2,4,5,4,5,3,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,1,1,1,0
2,5,5,6,5,1,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-1,1,1,0
6,3,2,7,1,2,-1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,3,1,2
4,1,4,1,9,1,8,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,1,0,1
7,3,10,7,0,3,0,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,10,1,9
4,6,4,2,8,2,8,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,2,1,3,-2
6,3,2,7,1,2,1,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,3,1,2
2,4,5,4,5,3,5,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,1,1,1,0
7,3,10,7,0,3,0,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,10,1,9
2,5,5,6,5,1,5,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-1,1,1,0
6,3,2,7,0,2,0,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,3,1,2
1,5,1,6,2,1,3,-1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,0,1,-1
4,1,4,1,8,1,8,9,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,1,0,1
6,3,2,7,0,2,0,0,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,3,1,2
2,5,5,6,5,1,5,5,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-1,1,1,0
1,5,1,6,3,1,3,2,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,0,1,-1
7,3,10,7,0,3,0,0,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,10,1,9
2,4,5,4,5,3,5,5,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,1,1,1,0
6,3,2,7,1,2,1,1,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,-5,3,1,2
4,6,4,2,8,2,8,8,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,2,1,3,-2
7,3,10,7,0,3,0,0,1,20,168,0,ed8cb90f36a2ee2715a5430537977a20,3,10,1,9
2,5,6,9,4,3,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
2,4,6,6,6,1,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,0,1,1,0
3,5,9,9,6,2,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,0,1,1,0
7,6,10,3,9,1,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,7,10,3,7
4,5,6,9,4,2,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
7,3,10,9,8,1,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,1,10,1,9
2,7,6,10,10,3,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-4,1,10,-9
7,1,10,1,10,2,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,9,10,0,10
2,3,6,9,5,3,-1,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
2,5,6,9,5,3,4,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
2,3,6,9,5,3,5,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
3,5,9,9,5,2,6,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,0,1,1,0
2,4,6,6,5,1,6,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,0,1,1,0
7,1,10,1,10,2,10,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,9,10,0,10
4,5,6,9,5,2,4,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
2,7,6,10,10,3,10,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,-4,1,10,-9
7,3,10,9,7,1,8,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,1,10,1,9
7,6,10,3,9,1,9,-1,0,23,167,0,8df85659c6c81535210724cce59f90b8,7,10,3,7
3,5,9,9,5,2,6,5,0,23,167,0,8df85659c6c81535210724cce59f90b8,0,1,1,0
2,4,6,6,6,1,6,5,0,23,167,0,8df85659c6c81535210724cce59f90b8,0,1,1,0
7,1,10,1,10,2,10,10,0,23,167,0,8df85659c6c81535210724cce59f90b8,9,10,0,10
2,7,6,10,10,3,10,10,0,23,167,0,8df85659c6c81535210724cce59f90b8,-4,1,10,-9
4,5,6,9,5,2,4,5,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
2,5,6,9,4,3,4,5,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
2,3,6,9,4,3,5,5,0,23,167,0,8df85659c6c81535210724cce59f90b8,-3,1,1,0
7,3,10,9,9,1,8,7,0,23,167,0,8df85659c6c81535210724cce59f90b8,1,10,1,9
7,6,10,3,9,1,9,9,0,23,167,0,8df85659c6c81535210724cce59f90b8,7,10,3,7
2,5,5,5,4,3,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
1,6,1,3,6,2,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-2,0,3,-3
1,5,1,5,6,1,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-4,0,1,-1
4,7,5,10,5,3,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-5,1,10,-9
2,4,5,5,5,2,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
7,3,10,5,5,3,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,5,10,1,9
6,3,3,5,3,2,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-2,3,1,2
2,7,5,10,5,1,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-5,1,10,-9
2,5,5,5,5,1,-1,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
1,5,1,5,6,1,6,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-4,0,1,-1
2,7,5,10,5,1,5,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-5,1,10,-9
1,6,1,3,6,2,6,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-2,0,3,-3
2,5,5,5,5,1,5,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
2,4,5,5,5,2,5,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
4,7,5,10,5,3,5,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-5,1,10,-9
6,3,3,5,3,2,3,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-2,3,1,2
2,5,5,5,4,3,4,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
7,3,10,5,5,3,5,-1,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,5,10,1,9
7,3,10,5,5,3,5,5,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,5,10,1,9
2,7,5,10,5,1,5,5,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-5,1,10,-9
2,5,5,5,5,1,5,5,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
4,7,5,10,5,3,5,5,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-5,1,10,-9
2,5,5,5,4,3,4,4,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
6,3,3,5,3,2,3,3,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-2,3,1,2
2,4,5,5,5,2,5,5,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,0,1,1,0
1,6,1,3,6,2,6,6,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-2,0,3,-3
1,5,1,5,6,1,6,6,2,22,175,0,a077c4c360c6074c27a2feeca2ff643d,-4,0,1,-1
4,3,11,13,5,3,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
4,1,11,1,8,3,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,10,1,0,1
7,1,10,1,7,3,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,9,10,0,10
6,5,8,13,3,2,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-5,3,1,2
7,5,10,13,7,2,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-3,10,1,9
2,5,11,13,5,2,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
4,5,11,13,4,1,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
2,5,11,13,5,1,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
7,1,10,1,8,1,-1,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,9,10,0,10
2,5,11,13,5,2,5,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
7,1,10,1,8,3,7,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,9,10,0,10
6,5,8,13,3,2,3,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-5,3,1,2
4,5,11,13,4,1,4,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
4,3,11,13,5,3,5,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
7,1,10,1,8,1,8,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,9,10,0,10
7,5,10,13,8,2,7,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-3,10,1,9
2,5,11,13,5,1,5,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
4,1,11,1,8,3,8,-1,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,10,1,0,1
7,1,10,1,7,3,7,8,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,9,10,0,10
6,5,8,13,3,2,3,3,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-5,3,1,2
2,5,11,13,5,1,5,5,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
2,5,11,13,5,2,5,5,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
7,1,10,1,8,1,8,8,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,9,10,0,10
4,1,11,1,8,3,8,8,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,10,1,0,1
4,3,11,13,5,3,5,5,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
7,5,10,13,8,2,7,8,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-3,10,1,9
4,5,11,13,4,1,4,4,1,20,185,0,087ebbf1a86d8dbb6b7ef033ed2a188c,-2,1,1,0
2,1,7,1,6,3,-1,-1,1,19,180,0,85d9e832c808ccb651266c1e1f6fa391,6,1,0,1
4,7,5,10,2,1,-1,-1,1,19,180,0,85d9e832c808ccb651266c1e1f6fa391,-5,1,10,-9
7,3,10,11,0,3,-1,-1,1,19,180,0,85d9e832c808ccb651266c1e1f6fa391,-1,10,1,9
1,5,1,8,2,2,-1,-1,1,19,180,0,85d9e832c808ccb651266c1e1f6fa391,-7,0,1,-1
1,5,1,8,2,1,-1,-1,1,19,180,0,85d9e832c808ccb651266c1e1f6fa391,-7,0,1,-1
2,1,7,1,10,3,-1,-1,1,19,180,0,85d9e832c808ccb651266c1e1f6fa391,6,1,0,1
4,1,5,1,7,1,-1,-1,1,19,180,0,85d9e832c808ccb651266c1e1f6fa391,4,1,0,1
