left_char;right_char;strength_left;strength_right;value_left;scenario;value_left_rep1;value_left_rep2;sex;age;height;have_child;id_participant
7;5;10;7;0;9;0;-1;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
7;6;10;3;8;1;8;-1;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
2;7;5;10;4;8;6;-1;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
7;3;10;8;7;3;7;7;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
2;1;5;1;8;2;7;8;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
7;6;10;3;9;6;8;9;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
2;7;5;10;4;8;6;4;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
7;6;10;3;2;7;3;2;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
2;7;5;10;3;4;3;2;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
7;5;10;7;0;9;0;0;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
7;5;10;7;6;5;6;6;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
7;6;10;3;7;1;8;8;1;23;172;0;c5ba00750d07ae542f62aed847c80c93
4;6;13;12;7;4;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;3;12;14;2;8;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;1;13;1;7;1;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;3;12;14;3;2;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;4;13;13;6;5;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;4;13;13;6;3;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
1;5;1;15;6;9;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;3;13;14;5;7;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;5;12;15;4;6;-1;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;4;13;13;6;5;6;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;5;12;15;2;6;4;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;3;12;14;3;2;3;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;3;12;14;5;8;2;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
4;6;13;12;8;4;7;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;1;13;1;7;1;7;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;4;13;13;6;3;6;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
1;5;1;15;7;9;6;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;3;13;14;5;7;5;-1;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;4;13;13;4;3;6;6;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;3;12;14;3;2;3;3;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;3;12;14;5;8;2;5;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;3;13;14;5;7;5;5;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;4;13;13;6;5;6;6;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
4;6;13;12;7;4;7;8;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
6;5;12;15;3;6;4;2;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
1;5;1;15;5;9;6;7;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
2;1;13;1;7;1;7;7;0;53;160;1;aadf87f480c9b4367b334855a977cf1b
4;3;5;10;4;3;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;2;1;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
2;6;6;4;7;9;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;6;5;4;9;7;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;5;1;9;1;8;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;1;5;1;9;4;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;0;5;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;2;2;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
7;3;10;10;8;6;-1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;2;1;2;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;6;5;4;8;7;9;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
7;3;10;10;8;6;8;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;1;5;1;9;4;9;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;3;2;2;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
2;6;6;4;7;9;7;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;5;1;9;1;8;1;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;0;5;0;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;3;5;10;4;3;4;-1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;0;5;0;0;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;3;5;10;4;3;4;4;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;5;1;9;1;8;1;1;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;1;5;1;9;4;9;9;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;3;2;2;3;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
7;3;10;10;8;6;8;8;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
1;3;1;10;2;1;2;2;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;6;5;4;8;7;9;8;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
2;6;6;4;7;9;7;7;1;24;171;0;71b2276a08a2e66f7840df663e89b17b
4;7;11;10;0;6;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
6;5;5;14;3;7;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
4;7;11;10;10;8;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;6;12;5;7;3;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
7;3;10;15;9;4;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;6;12;5;10;5;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
1;6;1;5;0;1;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;7;12;10;0;2;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;5;12;14;4;9;-1;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
6;5;5;14;3;7;3;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;6;12;5;7;3;7;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
7;3;10;15;10;4;9;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;6;12;5;10;5;10;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;5;12;14;4;9;4;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
4;7;11;10;10;8;10;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
4;7;11;10;3;6;0;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
1;6;1;5;0;1;0;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;7;12;10;0;2;0;-1;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;6;12;5;10;5;10;10;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
6;5;5;14;4;7;3;3;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
7;3;10;15;10;4;9;10;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
4;7;11;10;10;8;10;10;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
1;6;1;5;0;1;0;0;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
4;7;11;10;3;6;0;3;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;6;12;5;7;3;7;7;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;7;12;10;0;2;0;0;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
2;5;12;14;4;9;4;4;1;25;181;0;f4be024f91b96c62bc6b04c4f29a8f01
7;6;10;1;2;8;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
4;1;3;1;8;5;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;3;10;6;0;7;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
2;7;3;10;10;9;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;6;10;1;9;1;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
6;3;1;6;1;4;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
3;5;6;5;5;3;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;3;10;6;9;2;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
1;3;1;6;0;6;-1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
2;7;3;10;10;9;10;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;6;10;1;9;1;9;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;3;10;6;7;2;9;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
6;3;1;6;0;4;1;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;3;10;6;0;7;0;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
1;3;1;6;1;6;0;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;6;10;1;0;8;2;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
3;5;6;5;5;3;5;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
4;1;3;1;8;5;8;-1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
6;3;1;6;2;4;1;0;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;3;10;6;0;7;0;0;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;3;10;6;8;2;9;7;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
4;1;3;1;8;5;8;8;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
1;3;1;6;1;6;0;1;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
2;7;3;10;10;9;10;10;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;6;10;1;0;8;2;0;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
7;6;10;1;9;1;9;9;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
3;5;6;5;5;3;5;5;0;15;155;0;72497f3eac46fa90c1aab4c93d9fab28
1;5;1;6;0;6;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;7;6;10;10;7;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
4;7;5;10;0;1;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
3;5;7;6;5;8;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
4;6;5;4;7;5;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
7;1;10;1;0;9;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;3;6;7;3;4;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;5;6;6;5;3;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
6;5;4;6;6;2;-1;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;7;6;10;10;7;10;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
6;5;4;6;6;2;6;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
4;6;5;4;7;5;7;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;3;6;7;3;4;3;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
4;7;5;10;0;1;0;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;5;6;6;5;3;5;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
1;5;1;6;0;6;0;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
3;5;7;6;5;8;5;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
7;1;10;1;0;9;0;-1;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;3;6;7;3;4;3;3;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;5;6;6;5;3;5;5;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
7;1;10;1;0;9;0;0;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
4;7;5;10;0;1;0;0;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
6;5;4;6;6;2;6;6;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
1;5;1;6;0;6;0;0;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
2;7;6;10;10;7;10;10;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
4;6;5;4;7;5;7;7;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
3;5;7;6;5;8;5;5;0;24;177;0;984aa54b95c0ca400b4d66cfd2fe46d8
7;5;10;13;10;4;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
4;7;7;10;0;1;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
2;7;7;10;10;7;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
4;3;7;13;5;3;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
2;6;7;4;4;2;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
1;6;1;4;6;5;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
6;5;4;13;4;9;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
1;5;1;13;1;8;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
7;1;10;1;10;6;-1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
7;1;10;1;10;6;10;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
1;6;1;4;6;5;6;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
7;5;10;13;10;4;10;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
2;6;7;4;3;2;4;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
2;7;7;10;10;7;10;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
4;3;7;13;5;3;5;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
1;5;1;13;1;8;1;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
4;7;7;10;0;1;0;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
6;5;4;13;4;9;4;-1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
4;3;7;13;5;3;5;5;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
1;5;1;13;1;8;1;1;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
6;5;4;13;6;9;4;4;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
1;6;1;4;4;5;6;6;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
2;6;7;4;4;2;4;3;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
4;7;7;10;0;1;0;0;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
7;5;10;13;10;4;10;10;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
7;1;10;1;10;6;10;10;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
2;7;7;10;10;7;10;10;1;19;183;0;0c834e18c9fa747b18ee7726f22da818
4;7;8;10;10;2;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
3;5;12;12;5;8;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
2;5;8;12;1;4;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
4;1;8;1;2;9;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;10;5;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;10;1;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
1;3;1;12;0;3;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
6;3;4;12;0;6;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;0;7;-1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;10;1;10;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
4;7;8;10;0;2;10;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
3;5;12;12;5;8;5;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;0;7;0;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
1;3;1;12;0;3;0;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
4;1;8;1;5;9;2;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
6;3;4;12;0;6;0;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;10;5;10;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
2;5;8;12;2;4;1;-1;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
4;1;8;1;2;9;2;5;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;10;5;10;10;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;0;7;0;0;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
7;1;10;1;10;1;10;10;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
2;5;8;12;3;4;1;2;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
3;5;12;12;5;8;5;5;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
1;3;1;12;0;3;0;0;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
4;7;8;10;0;2;10;0;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
6;3;4;12;1;6;0;0;0;50;171;1;54473a66620c6003a85d3c913da2b0f0
6;5;4;6;3;4;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;7;1;10;5;7;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;4;6;1;5;3;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
7;1;10;1;6;1;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;6;6;4;8;6;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;1;1;1;5;8;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;5;6;6;6;5;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;3;6;6;6;9;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;6;1;4;9;2;-1;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
7;1;10;1;9;1;6;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;4;6;1;5;3;5;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;5;6;6;2;5;6;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
6;5;4;6;2;4;3;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;7;1;10;5;7;5;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;1;1;1;5;8;5;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;3;6;6;6;9;6;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;6;1;4;9;2;9;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;6;6;4;8;6;8;-1;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;3;6;6;6;9;6;6;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;4;6;1;5;3;5;5;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
6;5;4;6;2;4;3;2;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;6;1;4;9;2;9;9;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
7;1;10;1;9;1;6;9;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;1;1;1;5;8;5;5;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;5;6;6;2;5;6;2;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
4;7;1;10;5;7;5;5;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
2;6;6;4;9;6;8;8;0;48;163;1;83e30f4c7da2d59d5c7f6744d13ba7f3
1;5;1;12;3;1;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;4;9;6;4;2;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
1;3;1;15;2;3;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
4;6;6;5;5;7;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;7;9;10;10;9;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;4;9;6;6;6;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;7;9;10;5;8;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
3;5;15;12;6;5;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
4;6;6;5;5;4;-1;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
3;5;15;12;6;5;6;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;4;9;6;5;2;4;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
1;3;1;15;2;3;2;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;7;9;10;10;8;5;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;4;9;6;6;6;6;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
1;5;1;12;2;1;3;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
4;6;6;5;5;4;5;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
4;6;6;5;5;7;5;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
2;7;9;10;10;9;10;-1;1;45;170;0;930aed97e673417fda08a27c12f15180
1;3;1;15;2;3;2;2;1;45;170;0;930aed97e673417fda08a27c12f15180
2;4;9;6;6;6;6;6;1;45;170;0;930aed97e673417fda08a27c12f15180
2;7;9;10;10;8;5;10;1;45;170;0;930aed97e673417fda08a27c12f15180
2;7;9;10;10;9;10;10;1;45;170;0;930aed97e673417fda08a27c12f15180
2;4;9;6;5;2;4;5;1;45;170;0;930aed97e673417fda08a27c12f15180
3;5;15;12;6;5;6;6;1;45;170;0;930aed97e673417fda08a27c12f15180
4;6;6;5;5;7;5;5;1;45;170;0;930aed97e673417fda08a27c12f15180
4;6;6;5;5;4;5;5;1;45;170;0;930aed97e673417fda08a27c12f15180
1;5;1;12;2;1;3;2;1;45;170;0;930aed97e673417fda08a27c12f15180
3;5;15;13;5;3;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
7;6;10;5;10;1;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;6;1;5;2;2;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
7;6;10;5;8;6;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
4;5;8;13;5;7;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;6;1;5;5;8;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;3;1;15;0;4;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;5;1;13;0;5;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;3;1;15;3;9;-1;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
7;6;10;5;10;1;10;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;5;1;13;0;5;0;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;3;1;15;3;9;3;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
7;6;10;5;8;6;8;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;3;1;15;0;4;0;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;6;1;5;5;8;5;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;6;1;5;3;2;2;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
4;5;8;13;5;7;5;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
3;5;15;13;5;3;5;-1;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;6;1;5;5;8;5;5;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
7;6;10;5;10;1;10;10;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;3;1;15;0;4;0;0;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;3;1;15;3;9;3;3;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
3;5;15;13;5;3;5;5;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
4;5;8;13;5;7;5;5;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;6;1;5;3;2;2;3;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
1;5;1;13;0;5;0;0;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
7;6;10;5;8;6;8;8;1;22;184;0;7acf5f924bba470eb4767613e06b2dd9
2;4;5;5;5;7;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
2;6;5;5;5;4;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
4;1;5;1;7;5;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
1;5;1;5;5;6;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
6;5;5;5;5;2;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
6;3;5;5;5;8;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
4;1;5;1;5;1;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
2;6;5;5;5;9;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
7;1;10;1;5;3;-1;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
6;3;5;5;5;8;5;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
2;6;5;5;5;4;5;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
2;4;5;5;5;7;5;-1;2;32;180;0;2f8a05336a2e6cc296ba50d8cf36d6c9
