left_char;right_char;strength_left;strength_right;value_left;scenario;value_left_rep1;value_left_rep2;sex;age;height;have_child;id_participant
2;6;7;3;8;4;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
6;5;3;6;1;2;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
6;3;3;8;1;3;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
7;6;10;3;0;9;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
3;5;8;6;5;7;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
7;1;10;1;0;8;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
1;6;1;3;5;1;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
1;6;1;3;2;5;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
4;3;5;8;2;6;-1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
1;6;1;3;2;5;2;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
7;6;10;3;0;9;0;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
6;5;3;6;1;2;1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
3;5;8;6;5;7;5;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
7;1;10;1;0;8;0;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
1;6;1;3;5;1;5;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
2;6;7;3;5;4;8;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
4;3;5;8;2;6;2;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
6;3;3;8;1;3;1;-1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
1;6;1;3;5;1;5;5;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
4;3;5;8;3;6;2;2;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
6;5;3;6;1;2;1;1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
3;5;8;6;5;7;5;5;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
1;6;1;3;2;5;2;2;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
2;6;7;3;8;4;8;5;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
7;6;10;3;0;9;0;0;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
7;1;10;1;0;8;0;0;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
6;3;3;8;1;3;1;1;0;57;169;1;d60c0832fc30e645ca04f074c44b49eb
1;3;1;8;0;2;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;1;10;1;10;3;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
3;5;8;5;5;8;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;3;10;8;0;9;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
2;4;3;2;7;4;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;6;10;3;10;5;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
6;5;3;5;2;6;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
4;6;2;3;7;7;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
2;5;3;5;2;1;-1;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;3;10;8;0;9;0;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
1;3;1;8;0;2;0;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
2;5;3;5;0;1;2;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;1;10;1;10;3;10;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
2;4;3;2;7;4;7;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
6;5;3;5;2;6;2;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
4;6;2;3;7;7;7;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;6;10;3;10;5;10;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
3;5;8;5;5;8;5;-1;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;3;10;8;0;9;0;0;1;23;182;0;0b3df09027f409a78932dae68f21d84a
6;5;3;5;2;6;2;2;1;23;182;0;0b3df09027f409a78932dae68f21d84a
2;4;3;2;7;4;7;7;1;23;182;0;0b3df09027f409a78932dae68f21d84a
4;6;2;3;7;7;7;7;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;6;10;3;10;5;10;10;1;23;182;0;0b3df09027f409a78932dae68f21d84a
7;1;10;1;10;3;10;10;1;23;182;0;0b3df09027f409a78932dae68f21d84a
1;3;1;8;0;2;0;0;1;23;182;0;0b3df09027f409a78932dae68f21d84a
3;5;8;5;5;8;5;5;1;23;182;0;0b3df09027f409a78932dae68f21d84a
2;5;3;5;0;1;2;0;1;23;182;0;0b3df09027f409a78932dae68f21d84a
4;7;6;10;3;5;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;7;6;10;6;7;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
6;5;4;7;2;1;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
4;1;6;1;7;9;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;5;6;7;4;3;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;6;6;4;7;6;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
7;1;10;1;6;8;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;1;6;1;8;2;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
7;5;10;7;7;4;-1;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
4;7;6;10;3;5;3;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
4;1;6;1;7;9;7;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
7;1;10;1;7;8;6;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;5;6;7;4;3;4;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
6;5;4;7;2;1;2;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;1;6;1;8;2;8;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;6;6;4;8;6;7;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;7;6;10;7;7;6;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
7;5;10;7;7;4;7;-1;0;24;158;0;95d0e71312fa611b6f257271e0205d67
7;5;10;7;7;4;7;7;0;24;158;0;95d0e71312fa611b6f257271e0205d67
4;1;6;1;7;9;7;7;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;5;6;7;4;3;4;4;0;24;158;0;95d0e71312fa611b6f257271e0205d67
4;7;6;10;3;5;3;3;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;6;6;4;8;6;7;8;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;7;6;10;7;7;6;7;0;24;158;0;95d0e71312fa611b6f257271e0205d67
6;5;4;7;2;1;2;2;0;24;158;0;95d0e71312fa611b6f257271e0205d67
7;1;10;1;7;8;6;7;0;24;158;0;95d0e71312fa611b6f257271e0205d67
2;1;6;1;9;2;8;8;0;24;158;0;95d0e71312fa611b6f257271e0205d67
4;1;5;1;6;3;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;6;5;3;7;6;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
7;6;10;3;8;5;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;7;5;10;7;1;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;7;5;10;10;8;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
7;5;10;7;6;4;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;1;5;1;9;7;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
1;5;1;7;4;9;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
2;7;5;10;7;2;-1;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
7;6;10;3;9;5;8;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
2;7;5;10;6;2;7;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;1;5;1;8;7;9;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
1;5;1;7;4;9;4;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;7;5;10;10;8;10;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;7;5;10;5;1;7;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;1;5;1;8;3;6;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
7;5;10;7;7;4;6;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;6;5;3;8;6;7;-1;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;6;5;3;8;6;7;8;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;7;5;10;6;1;7;5;0;26;155;0;01276ee53afbdb3982262250788dfc1f
7;5;10;7;8;4;6;7;0;26;155;0;01276ee53afbdb3982262250788dfc1f
1;5;1;7;4;9;4;4;0;26;155;0;01276ee53afbdb3982262250788dfc1f
2;7;5;10;6;2;7;6;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;1;5;1;8;3;6;8;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;7;5;10;10;8;10;10;0;26;155;0;01276ee53afbdb3982262250788dfc1f
7;6;10;3;10;5;8;9;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;1;5;1;9;7;9;8;0;26;155;0;01276ee53afbdb3982262250788dfc1f
4;3;4;9;5;7;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
7;3;10;9;8;4;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
3;5;9;8;5;8;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
7;1;10;1;10;5;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;4;4;4;5;1;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;1;4;1;9;6;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
6;3;6;9;4;9;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
4;7;4;10;1;2;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;7;4;10;3;3;-1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
6;3;6;9;4;9;4;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;1;4;1;9;6;9;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
4;7;4;10;1;2;1;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;7;4;10;3;3;3;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
7;1;10;1;9;5;10;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;4;4;4;5;1;5;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
7;3;10;9;7;4;8;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
4;3;4;9;5;7;5;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
3;5;9;8;5;8;5;-1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
4;3;4;9;5;7;5;5;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;1;4;1;9;6;9;9;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
7;3;10;9;7;4;8;7;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
3;5;9;8;5;8;5;5;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
7;1;10;1;10;5;10;9;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;7;4;10;3;3;3;3;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
6;3;6;9;4;9;4;4;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
2;4;4;4;5;1;5;5;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
4;7;4;10;1;2;1;1;0;24;156;0;07b4dcc4136b8ed5f146b9200fe99b81
7;3;10;7;0;9;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
7;3;10;7;0;7;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
6;3;2;7;0;5;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
4;6;4;2;8;4;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
1;5;1;6;3;2;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
4;1;4;1;8;3;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
2;4;5;4;5;8;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
2;5;5;6;5;1;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
6;3;2;7;1;6;-1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
4;1;4;1;9;3;8;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
7;3;10;7;0;7;0;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
4;6;4;2;8;4;8;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
6;3;2;7;1;6;1;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
2;4;5;4;5;8;5;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
7;3;10;7;0;9;0;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
2;5;5;6;5;1;5;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
6;3;2;7;0;5;0;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
1;5;1;6;2;2;3;-1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
4;1;4;1;8;3;8;9;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
6;3;2;7;0;5;0;0;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
2;5;5;6;5;1;5;5;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
1;5;1;6;3;2;3;2;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
7;3;10;7;0;9;0;0;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
2;4;5;4;5;8;5;5;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
6;3;2;7;1;6;1;1;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
4;6;4;2;8;4;8;8;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
7;3;10;7;0;7;0;0;1;20;168;0;ed8cb90f36a2ee2715a5430537977a20
2;5;6;9;4;8;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;4;6;6;6;3;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
3;5;9;9;6;6;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;6;10;3;9;2;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
4;5;6;9;4;4;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;3;10;9;8;1;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;7;6;10;10;9;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;1;10;1;10;5;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;3;6;9;5;7;-1;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;5;6;9;5;8;4;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;3;6;9;5;7;5;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
3;5;9;9;5;6;6;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;4;6;6;5;3;6;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;1;10;1;10;5;10;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
4;5;6;9;5;4;4;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;7;6;10;10;9;10;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;3;10;9;7;1;8;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;6;10;3;9;2;9;-1;0;23;167;0;8df85659c6c81535210724cce59f90b8
3;5;9;9;5;6;6;5;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;4;6;6;6;3;6;5;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;1;10;1;10;5;10;10;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;7;6;10;10;9;10;10;0;23;167;0;8df85659c6c81535210724cce59f90b8
4;5;6;9;5;4;4;5;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;5;6;9;4;8;4;5;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;3;6;9;4;7;5;5;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;3;10;9;9;1;8;7;0;23;167;0;8df85659c6c81535210724cce59f90b8
7;6;10;3;9;2;9;9;0;23;167;0;8df85659c6c81535210724cce59f90b8
2;5;5;5;4;9;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
1;6;1;3;6;5;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
1;5;1;5;6;1;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
4;7;5;10;5;8;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;4;5;5;5;4;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
7;3;10;5;5;7;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
6;3;3;5;3;6;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;7;5;10;5;3;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;5;5;5;5;2;-1;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
1;5;1;5;6;1;6;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;7;5;10;5;3;5;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
1;6;1;3;6;5;6;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;5;5;5;5;2;5;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;4;5;5;5;4;5;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
4;7;5;10;5;8;5;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
6;3;3;5;3;6;3;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;5;5;5;4;9;4;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
7;3;10;5;5;7;5;-1;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
7;3;10;5;5;7;5;5;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;7;5;10;5;3;5;5;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;5;5;5;5;2;5;5;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
4;7;5;10;5;8;5;5;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;5;5;5;4;9;4;4;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
6;3;3;5;3;6;3;3;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
2;4;5;5;5;4;5;5;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
1;6;1;3;6;5;6;6;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
1;5;1;5;6;1;6;6;2;22;175;0;a077c4c360c6074c27a2feeca2ff643d
4;3;11;13;5;9;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;1;11;1;8;8;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;1;10;1;7;7;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
6;5;8;13;3;5;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;5;10;13;7;6;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
2;5;11;13;5;4;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;5;11;13;4;2;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
2;5;11;13;5;3;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;1;10;1;8;1;-1;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
2;5;11;13;5;4;5;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;1;10;1;8;7;7;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
6;5;8;13;3;5;3;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;5;11;13;4;2;4;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;3;11;13;5;9;5;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;1;10;1;8;1;8;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;5;10;13;8;6;7;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
2;5;11;13;5;3;5;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;1;11;1;8;8;8;-1;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;1;10;1;7;7;7;8;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
6;5;8;13;3;5;3;3;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
2;5;11;13;5;3;5;5;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
2;5;11;13;5;4;5;5;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;1;10;1;8;1;8;8;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;1;11;1;8;8;8;8;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;3;11;13;5;9;5;5;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
7;5;10;13;8;6;7;8;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
4;5;11;13;4;2;4;4;1;20;185;0;087ebbf1a86d8dbb6b7ef033ed2a188c
2;1;7;1;6;9;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
4;7;5;10;2;1;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
7;3;10;11;0;8;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;5;1;8;2;6;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;5;1;8;2;2;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
2;1;7;1;10;7;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
4;1;5;1;7;3;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;3;1;11;1;4;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
6;3;4;11;1;5;-1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;5;1;8;2;2;2;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;5;1;8;1;6;2;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
6;3;4;11;1;5;1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
2;1;7;1;10;7;10;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
4;1;5;1;8;3;7;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;3;1;11;0;4;1;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
2;1;7;1;6;9;6;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
4;7;5;10;3;1;2;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
7;3;10;11;0;8;0;-1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;3;1;11;0;4;1;0;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;5;1;8;2;2;2;2;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
4;7;5;10;3;1;2;3;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
1;5;1;8;1;6;2;1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
6;3;4;11;1;5;1;1;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
2;1;7;1;6;9;6;6;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
2;1;7;1;10;7;10;10;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
4;1;5;1;7;3;7;8;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
7;3;10;11;0;8;0;0;1;19;180;0;85d9e832c808ccb651266c1e1f6fa391
7;3;10;7;3;3;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
1;6;1;3;3;7;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;1;4;1;7;8;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;6;4;3;7;2;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
2;6;5;3;7;1;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;2;5;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;3;4;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;2;6;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;10;9;-1;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;6;4;3;7;2;7;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
1;6;1;3;3;7;3;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;10;9;10;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;1;4;1;7;8;7;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;3;4;3;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;2;6;2;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
7;3;10;7;2;3;3;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;2;5;2;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
2;6;5;3;8;1;7;-1;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;10;9;10;10;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;2;5;2;2;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;1;4;1;7;8;7;7;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;3;4;3;3;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;6;4;3;7;2;7;7;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;7;4;10;2;6;2;2;1;37;172;0;6eb23abd48961239119878b9a82c1629
1;6;1;3;3;7;3;3;1;37;172;0;6eb23abd48961239119878b9a82c1629
7;3;10;7;2;3;3;2;1;37;172;0;6eb23abd48961239119878b9a82c1629
2;6;5;3;8;1;7;8;1;37;172;0;6eb23abd48961239119878b9a82c1629
4;5;6;7;5;1;-1;-1;0;24;170;0;813b44f5f309d5a6597fbcdce661ec82
2;3;7;8;5;6;-1;-1;0;24;170;0;813b44f5f309d5a6597fbcdce661ec82
7;5;10;7;6;5;-1;-1;0;24;170;0;813b44f5f309d5a6597fbcdce661ec82
