;human;robot
158;0.06734178597556548;0.10283691026993562
159;0.06409803359126535;0.09950978535967533
160;0.06082603465219764;0.09597451282896101
161;0.057541520319809455;0.09224936418048746
162;0.054260320682517564;0.08835564100374264
163;0.05099818986583411;0.08431736187776318
164;0.0477706225147736;0.08016086191820981
165;0.04459266589782125;0.07591431847287042
166;0.04147873239577923;0.07160721939272281
167;0.038442417441881475;0.06726979243114375
168;0.03549632805103283;0.06293241556539904
169;0.0326519269087162;0.058625028356344144
170;0.029919396590722593;0.054376563879215196
171;0.027307527873335916;0.0502144193335609
172;0.02482363530173602;0.04616398127922882
173;0.02247350225359012;0.04224821868762652
174;0.020261356713410082;0.0384873538075242
175;0.018189877913358514;0.03489861740033517
176;0.01626023295040681;0.03149609138156424
177;0.014472141508066501;0.02829063848546813
178;0.012823965937817549;0.025289915404125986
179;0.01131282322748378;0.022498463070424957
180;0.009934714828216422;0.019917865456933227
181;0.008684669944894155;0.01754696651577639
182;0.007556897722210847;0.015382133720657196
183;0.006544943775609191;0.013417556090320977
184;0.005641846708233978;0.0116455645425614
185;0.004840290600072226;0.010056962893815264
186;0.004132749925329941;0.008641358706755543
187;0.0035116239169527973;0.00738748440933738
188;0.0029693580194490765;0.006283500569164782
189;0.0024985507196000666;0.0053172748118691755
190;0.0020920446882110627;0.004476631531185819
191;0.0017430017773825434;0.003749569170367657
192;0.0014449619742224948;0.0031244433905469908
193;0.001191886896252426;0.0025901158270558392
194;0.0009781888144224768;0.0021360693302037554
195;0.0007987465006585299;0.0017524915684069536
196;0.0006489094173557767;0.0014303296288407158
197;0.0005244918998166449;0.0011613187864158397
198;0.00042175903652950296;0.0009379889386910176
199;0.0003374059363185904;0.0007536523431205926
