personnage_1;personnage_2;force_1;force_2;scenarios;task_1;task_2;repetition_question;id_participant;age;sexe;taille;enfant
2;4;5;1;3;7;3;1;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
4;8;1;11;4;1;9;1;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
5;8;4;11;5;1;9;1;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
4;9;1;8;2;2;8;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
4;9;1;8;6;1;9;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
5;8;4;11;5;1;9;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
1;4;7;1;7;10;0;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
2;4;5;1;3;8;2;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
4;8;1;11;4;0;10;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
1;4;7;1;9;6;4;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
2;3;5;10;1;3;7;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
3;8;10;11;8;0;10;2;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
4;8;1;11;4;0;10;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
4;9;1;8;2;2;8;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
2;3;5;10;1;3;7;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
4;9;1;8;6;1;9;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
5;8;4;11;5;1;9;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
1;4;7;1;9;6;4;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
1;4;7;1;7;10;0;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
2;4;5;1;3;7;3;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
3;8;10;11;8;0;10;3;85d9e832c808ccb651266c1e1f6fa391;19;Homme;180;Non
3;8;10;7;3;3;7;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
4;5;1;3;7;3;7;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;4;4;1;8;7;3;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;5;4;3;2;7;3;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
1;5;5;3;1;7;3;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;5;2;8;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;4;3;7;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;6;2;8;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;9;10;0;1;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;5;4;3;2;7;3;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
4;5;1;3;7;3;7;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;9;10;0;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;4;4;1;8;7;3;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;4;3;7;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;6;2;8;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
3;8;10;7;3;2;8;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;5;2;8;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
1;5;5;3;1;8;2;2;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;9;10;0;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;5;2;8;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;4;4;1;8;7;3;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;4;3;7;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;5;4;3;2;7;3;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
2;3;4;10;6;2;8;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
4;5;1;3;7;3;7;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
3;8;10;7;3;2;8;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
1;5;5;3;1;8;2;3;6eb23abd48961239119878b9a82c1629;37;Homme;172;Non
3;8;10;9;6;7;3;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
5;8;3;9;8;5;5;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;5;10;3;1;10;0;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;9;10;7;7;5;5;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
1;2;5;4;4;7;3;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
2;4;4;1;5;7;3;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
2;5;4;3;2;7;3;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
1;8;5;9;9;3;7;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
5;9;3;7;3;3;7;1;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
1;8;5;9;9;4;6;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
2;5;4;3;2;7;3;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
2;4;4;1;5;7;3;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;5;10;3;1;9;1;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;9;10;7;7;5;5;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;8;10;9;6;6;4;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
5;8;3;9;8;2;8;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
1;2;5;4;4;6;4;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
5;9;3;7;3;2;8;2;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
5;8;3;9;8;2;8;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
5;9;3;7;3;2;8;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;5;10;3;1;9;1;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;9;10;7;7;5;5;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
3;8;10;9;6;5;5;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
1;2;5;4;4;6;4;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
2;5;4;3;2;8;2;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
1;8;5;9;9;4;6;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
2;4;4;1;5;8;2;3;2f47fb3d60084f18e4f816614b769919;25;Homme;185;Non
2;9;6;7;1;5;5;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;8;7;8;6;5;5;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
3;9;10;7;5;6;4;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
3;4;10;1;7;5;5;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;8;7;8;3;5;5;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;5;7;5;9;6;4;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
4;9;1;7;4;1;9;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;2;7;6;2;5;5;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;3;7;10;8;10;0;1;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;5;7;5;9;6;4;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
4;9;1;7;4;1;9;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
3;9;10;7;5;6;4;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;3;7;10;8;8;2;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;8;7;8;3;5;5;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;2;7;6;2;5;5;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
2;9;6;7;1;5;5;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;8;7;8;6;4;6;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
3;4;10;1;7;5;5;2;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
2;9;6;7;1;5;5;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
4;9;1;7;4;1;9;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;8;7;8;3;5;5;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;5;7;5;9;6;4;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;8;7;8;6;4;6;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;2;7;6;2;5;5;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
3;9;10;7;5;6;4;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
3;4;10;1;7;5;5;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
1;3;7;10;8;8;2;3;813b44f5f309d5a6597fbcdce661ec82;24;Femme;170;Non
4;5;1;2;2;5;5;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
3;5;10;2;1;8;2;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;3;4;10;5;3;7;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;8;4;6;4;4;6;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
4;9;1;6;3;2;8;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
3;5;10;2;9;0;10;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;8;4;6;6;4;6;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;5;4;2;8;6;4;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
8;9;6;6;7;5;5;1;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
3;5;10;2;1;8;2;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
3;5;10;2;9;1;9;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
4;9;1;6;3;2;8;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;8;4;6;4;4;6;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;5;4;2;8;5;5;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
8;9;6;6;7;5;5;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;8;4;6;6;4;6;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
4;5;1;2;2;5;5;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;3;4;10;5;2;8;2;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
3;5;10;2;9;0;10;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
4;5;1;2;2;5;5;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
3;5;10;2;1;7;3;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;5;4;2;8;5;5;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
4;9;1;6;3;2;8;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
8;9;6;6;7;5;5;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;8;4;6;4;4;6;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;8;4;6;6;4;6;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
2;3;4;10;5;3;7;3;490895544f1107af8fccf3d3930e60a8;21;Femme;154;Non
4;8;1;13;1;3;7;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;5;1;10;9;5;5;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;9;7;13;3;3;7;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;9;7;13;8;5;5;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;3;7;10;6;1;9;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
3;5;10;10;7;0;10;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
3;8;10;13;4;9;1;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;8;1;13;2;1;9;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
1;8;7;13;5;3;7;1;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;5;1;10;9;5;5;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;3;7;10;6;1;9;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;9;7;13;3;4;6;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
3;8;10;13;4;9;1;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
1;8;7;13;5;3;7;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;9;7;13;8;5;5;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;8;1;13;2;1;9;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;8;1;13;1;3;7;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
3;5;10;10;7;0;10;2;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;3;7;10;6;1;9;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;8;1;13;1;3;7;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;5;1;10;9;5;5;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
3;8;10;13;4;9;1;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
1;8;7;13;5;3;7;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;9;7;13;3;4;6;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
3;5;10;10;7;0;10;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
4;8;1;13;2;1;9;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
2;9;7;13;8;5;5;3;931034908c489f560fc0a8ddb5236fa6;24;Femme;175;Non
8;9;6;6;5;6;4;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
2;9;4;6;8;5;5;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;4;10;1;4;10;0;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
1;5;4;2;9;6;4;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;8;10;6;1;8;2;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;5;10;2;3;10;0;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;5;10;2;6;8;2;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
1;4;4;1;7;5;5;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
5;8;2;6;2;2;8;1;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;5;10;2;6;8;2;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
1;5;4;2;9;4;6;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
1;4;4;1;7;5;5;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
2;9;4;6;8;5;5;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
5;8;2;6;2;3;7;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;4;10;1;4;9;1;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
8;9;6;6;5;6;4;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;8;10;6;1;7;3;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;5;10;2;3;8;2;2;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
1;5;4;2;9;5;5;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;8;10;6;1;7;3;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
2;9;4;6;8;5;5;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;5;10;2;3;9;1;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
1;4;4;1;7;5;5;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
8;9;6;6;5;4;6;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;5;10;2;6;8;2;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
5;8;2;6;2;2;8;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
3;4;10;1;4;9;1;3;f2291a01f4e3b93dce34d53b8c9932b6;23;Femme;170;Non
4;8;1;6;5;3;7;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;9;10;5;2;1;9;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;4;10;1;6;10;0;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
5;9;2;5;1;5;5;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
8;9;6;5;4;5;5;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
2;3;3;10;9;10;0;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
2;8;3;6;8;5;5;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;4;10;1;7;0;10;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;5;10;2;3;10;0;1;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;5;10;2;3;10;0;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;4;10;1;6;10;0;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
8;9;6;5;4;5;5;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
4;8;1;6;5;2;8;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;4;10;1;7;0;10;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
5;9;2;5;1;5;5;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;9;10;5;2;10;0;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
2;3;3;10;9;10;0;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
2;8;3;6;8;5;5;2;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;9;10;5;2;10;0;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
2;8;3;6;8;5;5;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
2;3;3;10;9;10;0;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;4;10;1;7;0;10;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
8;9;6;5;4;5;5;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;5;10;2;3;10;0;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
4;8;1;6;5;2;8;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
3;4;10;1;6;10;0;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
5;9;2;5;1;5;5;3;74208376f37edd82012039fa9418ffc6;24;Homme;184;Non
1;4;5;1;3;6;4;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
2;8;4;7;7;4;6;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;4;10;1;8;5;5;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
2;9;4;6;2;4;6;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
5;8;4;7;5;4;6;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
1;5;5;4;4;5;5;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;9;10;6;9;3;7;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;5;10;4;1;7;3;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
4;8;1;7;6;2;8;1;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;9;10;6;9;0;10;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
4;8;1;7;6;2;8;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
5;8;4;7;5;4;6;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
1;4;5;1;3;8;2;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
1;5;5;4;4;5;5;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
2;9;4;6;2;5;5;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
2;8;4;7;7;5;5;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;5;10;4;1;7;3;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;4;10;1;8;2;8;2;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;9;10;6;9;0;10;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;4;10;1;8;3;7;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
5;8;4;7;5;4;6;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
1;5;5;4;4;5;5;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
1;4;5;1;3;8;2;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
4;8;1;7;6;2;8;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
2;8;4;7;7;5;5;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
2;9;4;6;2;5;5;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
3;5;10;4;1;8;2;3;9d027f45c20a483eabfa488a64b15b9f;23;Femme;178;Non
1;8;7;9;3;5;5;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;4;6;1;6;7;3;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;9;7;9;5;3;7;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;5;6;3;8;5;5;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
3;9;10;9;4;8;2;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;8;7;9;7;5;5;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;9;6;9;9;5;5;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;5;7;3;2;9;1;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
5;8;3;9;1;1;9;1;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;4;6;1;6;7;3;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;8;7;9;7;5;5;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;5;6;3;8;5;5;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
5;8;3;9;1;2;8;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;5;7;3;2;8;2;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
3;9;10;9;4;8;2;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;9;6;9;9;5;5;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;9;7;9;5;4;6;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;8;7;9;3;5;5;2;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;8;7;9;3;5;5;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;4;6;1;6;7;3;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;5;6;3;8;5;5;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
5;8;3;9;1;2;8;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
3;9;10;9;4;8;2;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;5;7;3;2;8;2;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
2;9;6;9;9;5;5;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;9;7;9;5;4;6;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
1;8;7;9;7;5;5;3;b9fad8a026c97b0a89b2c7ac4594d4d2;21;Homme;175;Non
4;9;1;7;6;3;7;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;9;1;7;9;4;6;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
3;8;10;8;7;5;5;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
8;9;8;7;3;5;5;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
3;8;10;8;2;6;4;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
2;8;4;8;1;5;5;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;5;1;3;5;4;6;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;8;1;8;8;5;5;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
5;9;3;7;4;3;7;1;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;9;1;7;6;3;7;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
5;9;3;7;4;3;7;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;9;1;7;9;4;6;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
8;9;8;7;3;5;5;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
3;8;10;8;7;5;5;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;8;1;8;8;5;5;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
3;8;10;8;2;7;3;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;5;1;3;5;4;6;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
2;8;4;8;1;5;5;2;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;9;1;7;6;3;7;3;234328535f60e15283481ae7194dc989;23;Femme;174;Non
3;8;10;8;7;5;5;3;234328535f60e15283481ae7194dc989;23;Femme;174;Non
3;8;10;8;2;5;5;3;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;9;1;7;9;5;5;3;234328535f60e15283481ae7194dc989;23;Femme;174;Non
8;9;8;7;3;5;5;3;234328535f60e15283481ae7194dc989;23;Femme;174;Non
4;5;1;3;5;3;7;3;234328535f60e15283481ae7194dc989;23;Femme;174;Non
2;8;4;8;1;5;5;3;234328535f60e15283481ae7194dc989;23;Femme;174;Non
